,addr1,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,addr2
76,서울특별시 강서구 양천로47길 36,1,A02,A0207,A02070200,2490376,15,20170417174520,http://tong.visitkorea.or.kr/cms/resource/97/2598697_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/97/2598697_image2_1.JPG,126.8383836374,37.5722066362,6.0,20190423112305,3937,4,02-2659-2206~7,겸재문화예술제 2019,07522,
77,경기도 의정부시 청사로 1,31,A02,A0207,A02070200,2566060,15,20181116102821,http://tong.visitkorea.or.kr/cms/resource/59/2566059_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/2566059_image2_1.jpg,127.0716906988,37.7474265502,6.0,20181116112624,136,25,,경기 거북이 가족 마라톤 대회 2018,11780,(신곡동)
78,경기도 의정부시 청사로 1,31,A02,A0207,A02070200,2508283,15,20170921153232,http://tong.visitkorea.or.kr/cms/resource/84/2599384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2599384_image2_1.jpg,127.0695824781,37.7502067435,6.0,20190430130305,3387,25,031-8008-4628,경기 다독다독 축제 2019,11780,(신곡동)
79,경기도 수원시 영통구 광교중앙로 140,31,A02,A0207,A02070200,1944199,15,20140826092148,http://tong.visitkorea.or.kr/cms/resource/41/2614141_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/41/2614141_image2_1.JPG,127.0594632301,37.2858799237,6.0,20190816141448,23465,13,수원시 정보통신과 정보기획팀 031-228-2671,경기과학축전 & 수원정보과학축제 2019,16514,(하동)
80,경기도 안양시 동안구 평촌대로 389,31,A02,A0207,A02070200,1813223,15,20130524141114,http://tong.visitkorea.or.kr/cms/resource/01/2601401_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2601401_image2_1.jpg,126.9491782381,37.4051891236,6.0,20190515094656,20186,17,031-8045-5135,경기과학축전 & 안양사이버과학축제 2019,13918,(비산동)
81,경기도 용인시 기흥구 상갈로 6,31,A02,A0208,A02080500,2601742,15,20190515145139,http://tong.visitkorea.or.kr/cms/resource/95/576295_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/576295_image3_1.jpg,127.1065565948,37.2711019230,6.0,20190515151545,1,23,,"경기도박물관 3·1운동 100주년 기념 특별전 '동무들아, 이 날을 기억하느냐' 2019",17072,(상갈동)
82,경기도 수원시 팔달구 효원로307번길 20,31,A02,A0207,A02070200,1825520,15,20130705101844,http://tong.visitkorea.or.kr/cms/resource/13/2547913_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/13/2547913_image2_1.JPG,127.0372659151,37.2619323007,6.0,20190628113209,10140,13,070-4681-0675,경기인형극제 in Suwon 2019,16488,(인계동)
83,경상남도 창원시 의창구 충혼로 91,36,A02,A0207,A02070200,2633479,15,20191105174154,http://tong.visitkorea.or.kr/cms/resource/78/2633478_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/78/2633478_image2_1.png,128.6601994410,35.2340984224,6.0,20191105174154,0,16,055-230-8863,경남 만화·웹툰 페스티벌 2019,51410,(두대동)
84,경기도 과천시 경마공원대로 107,31,A02,A0208,A02081300,2553007,15,20180709091842,http://tong.visitkorea.or.kr/cms/resource/03/2553003_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2553003_image2_1.jpg,127.0156821063,37.4476298335,6.0,20180726141741,2482,3,1566-3333,경마공원으로의 저녁나들이 2018,13822,
85,서울특별시 종로구 사직로 161 경복궁,1,A02,A0207,A02070200,2615461,15,20190816134954,http://tong.visitkorea.or.kr/cms/resource/58/2615458_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2615458_image2_1.jpg,126.9770319156,37.5788944508,6.0,20190923165248,0,23,"02-3210-4807, 070-7704-6631",경복궁 생과방 2019,03045,(세종로)
86,서울특별시 종로구 사직로 161,1,A02,A0207,A02070200,2601364,15,20190510174353,http://tong.visitkorea.or.kr/cms/resource/60/2601360_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/60/2601360_image2_1.JPG,126.9748959222,37.5816246501,6.0,20190510174353,40,23,070-4283-1643<br>02-3210-4806,경복궁 시식공감 2019,03045,(세종로)
87,서울특별시 종로구 사직로 161,1,A02,A0208,A02081300,2597569,15,20190417150900,http://tong.visitkorea.or.kr/cms/resource/01/2512001_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2512001_image3_1.jpg,126.9748959222,37.5816246501,6.0,20190828094659,42,23,02-3700-3900~3901,경복궁 야간 특별관람 2019,03045,(세종로)
88,서울특별시 종로구 사직로 161,1,A02,A0208,A02081300,1807038,15,20130424114040,http://tong.visitkorea.or.kr/cms/resource/34/868734_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/868734_image3_1.jpg,126.9767430185,37.5801415223,6.0,20190508142124,17499,23,02-3210-1645~6,경복궁 자경전 다례체험행사 2018,03045,(세종로)
89,서울특별시 종로구 사직로 161,1,A02,A0208,A02081300,2433583,15,20161007153001,http://tong.visitkorea.or.kr/cms/resource/64/1666364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1666364_image3_1.jpg,126.9769930325,37.5788222356,6.0,20190416101811,2348,23,1600-0064,경복궁 주·야간 전통공연 「고궁음악회」2019,03045,(세종로)
90,서울특별시 중구 세종대로 110 서울광장,1,A02,A0208,A02081300,2622167,15,20191001163354,http://tong.visitkorea.or.kr/cms/resource/35/2622135_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2622135_image2_1.jpg,126.9784043599,37.5666625635,6.0,20191001163354,0,24,053-743-2882,경북사과홍보행사 2019,04524,
91,경상북도 영주시 풍기읍 봉현면 오현리,35,A02,A0207,A02070200,506766,15,20080307134804,http://tong.visitkorea.or.kr/cms/resource/44/1723644_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1723644_image3_1.jpg,128.5167077783,36.8719154882,6.0,20190814163319,80242,14,054-635-0020,경북영주 풍기인삼축제 2019,36027,
92,서울특별시 중구 세종대로 110,1,A02,A0207,A02070200,1742496,15,20121029114117,http://tong.visitkorea.or.kr/cms/resource/17/2560517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2560517_image2_1.jpg,126.9783710306,37.5665986816,6.0,20191022142837,12210,24,"053-743-2882~5, 053-961-8969",경북착한사과 페스티벌 2019,04524,
93,경상북도 경산시 자인면 계정길 80,35,A02,A0207,A02070200,1642876,15,20120613142048,http://tong.visitkorea.or.kr/cms/resource/42/2600142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/2600142_image2_1.jpg,128.8200110253,35.8182688829,6.0,20190607175354,21864,1,053-856-5765,경산자인단오제 2019,38549,(자인면)
94,경상남도 진주시 강남로 215,36,A02,A0207,A02070200,1906179,15,20140318143451,,,128.0917587773,35.1872712357,6.0,20190419140359,5791,13,055-746-7413,경상남도연극제 2019,52722,
95,경상북도 경주시 용담로 79-48,35,A02,A0207,A02070200,1265451,15,20110427131052,,,129.2090867870,35.8606602717,6.0,20190419113313,29091,2,054-779-6233,경주 도자기축제 2019,38089,
96,경상북도 경주시 천군동 1584-12,35,A02,A0207,A02070200,2609681,15,20190704170535,http://tong.visitkorea.or.kr/cms/resource/49/2609649_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/49/2609649_image2_1.png,129.2871555936,35.8379587551,6.0,20190709155922,0,2,051-850-9344,경주 맥주축제 (GYEONGJU BEER FESTIVAL) 2019,,
97,경상북도 경주시 첨성로 140-25,35,A02,A0207,A02070200,2485128,15,20170313150426,http://tong.visitkorea.or.kr/cms/resource/15/2539215_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/2539215_image2_1.jpg,129.2185644826,35.8343745291,6.0,20190305111047,61764,2,054-748-7721,경주 벚꽃축제 2019,38170,(황남동)
98,경상북도 경주시 봉황로 33-1,35,A02,A0208,A02081300,2505702,15,20170906103714,http://tong.visitkorea.or.kr/cms/resource/94/2505694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2505694_image2_1.jpg,129.2098539025,35.8425289998,6.0,20190402175244,9972,2,054-779-6232,경주 프리마켓 봉황장터 2019,38155,(노서동)
99,경상북도 경주시 보문로 338,35,A02,A0208,A02080100,2611054,15,20190712165738,http://tong.visitkorea.or.kr/cms/resource/50/2611050_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2611050_image2_1.jpg,129.2772172203,35.8503627225,6.0,20190712165738,0,2,054-777-6930,경주국악여행 2019,38117,(신평동)
100,경상북도 경주시 알천북로 1,35,A02,A0207,A02070200,1388392,15,20110919152509,,,129.2067119536,35.8621295051,6.0,20180511141053,20347,2,054-773-6252,경주세계피리축제 2018,38089,(황성동)
101,강원도 강릉시 강문동 산 1-1,32,A02,A0207,A02070200,2607445,15,20190620141500,http://tong.visitkorea.or.kr/cms/resource/43/2607443_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/43/2607443_image2_1.JPG,128.9110416401,37.8024741993,6.0,20190620141500,0,1,033 - 646 - 2019,경포 비치비어 페스티벌 2019,,
102,강원도 강릉시 초당동 459-28,32,A02,A0207,A02070200,2605785,15,20190610144811,http://tong.visitkorea.or.kr/cms/resource/84/2605784_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2605784_image2_1.jpg,128.9086892141,37.7979885609,6.0,20190610144811,0,1,02-364-1986,경포 썸머댕댕런 2019,,
103,강원도 강릉시 강문동,32,A02,A0207,A02070200,2394558,15,20160722144102,http://tong.visitkorea.or.kr/cms/resource/48/2394548_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/48/2394548_image2_1.JPG,128.9114221753,37.8020492563,6.0,20190730165248,28635,1,강릉시청 관광과 033-640-5913,경포 썸머페스티벌 2019,,
104,강원도 강릉시 창해로 514,32,A02,A0207,A02070200,140962,15,20051115000000,http://tong.visitkorea.or.kr/cms/resource/93/2576593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2576593_image2_1.jpg,128.9074446419,37.8057293080,6.0,20191120164821,35611,1,"033-640-5530, 5913","경포 해넘이, 해맞이 축제 2020",25460,(안현동)
105,충청남도 공주시 계룡면 신원사동길 1,34,A02,A0207,A02070200,1561290,15,20120302105654,,,127.1839253154,36.3355165551,6.0,20190417101636,9337,1,관광축제팀(041-840-8090),계룡산 산신제 2019,32619,(계룡면) 일원
106,충청남도 계룡시 신도안면 정장리 16,34,A02,A0207,A02070200,1362833,15,20110812145419,http://tong.visitkorea.or.kr/cms/resource/07/2549807_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2549807_image2_1.jpg,127.2371213251,36.3068152207,6.0,20191008150601,76676,16,042-840-2631,계룡세계軍문화축제 2019,32832,
107,대전광역시 대덕구 장동 485,3,A02,A0207,A02070200,1257550,15,20110415132448,http://tong.visitkorea.or.kr/cms/resource/65/2591265_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2591265_image2_1.jpg,127.4444556688,36.4050965379,6.0,20190307142321,30472,1,042-530-1832,계족산 맨발축제 2019,34345,
108,강원도 평창군 방림면 계촌길 63,32,A02,A0207,A02070200,2394665,15,20160725102944,http://tong.visitkorea.or.kr/cms/resource/19/2609619_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2609619_image2_1.JPG,128.3039208605,37.4530112700,6.0,20190704161130,8219,15,02-960-0714,계촌마을 클래식 거리축제 2019,25364,
109,강원도 원주시 호저면 호저로 1277-43,32,A02,A0207,A02070200,2517217,15,20171123133259,http://tong.visitkorea.or.kr/cms/resource/91/2631391_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/2631391_image2_1.jpg,127.9154662381,37.4800230785,6.0,20191029172025,4922,9,033-732-9585,고니골빛축제 2019,26302,
110,인천광역시 강화군 하점면 강화대로 994-33,2,A02,A0207,A02070200,700456,15,20090226142433,http://tong.visitkorea.or.kr/cms/resource/07/2003407_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2003407_image3_1.jpg,126.4344149140,37.7747453264,6.0,20190404171851,236478,1,032-930-3624,고려산 진달래축제 2019,23014,
111,서울특별시 용산구 남산공원길 105 남산서울타워 1층 광장,1,A02,A0207,A02070200,2545459,15,20180503162638,http://tong.visitkorea.or.kr/cms/resource/50/2617050_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2617050_image2_1.jpg,126.9878594933,37.5511312042,6.0,20190902100138,2246,21,070-4808-3887,"고려인삼 페스티벌 '우리라서 삼, 좋다' 2019",04340,
112,경상북도 고령군 대가야읍 신남로 81,35,A02,A0208,A02081300,2631376,15,20191029164701,http://tong.visitkorea.or.kr/cms/resource/74/2631374_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2631374_image2_1.jpg,128.2692652160,35.7118958019,6.0,20191029164701,0,3,"054)950-6425, 6652",고령 대가야 달빛상점 2019,40140,
113,충청남도 공주시 고마나루길 5,34,A02,A0207,A02070200,1718002,15,20120913104825,,,127.1112756996,36.4600121262,6.0,20191024111146,6796,1,041-855-7519,고마나루 전국 향토연극제 2019,32535,(웅진동)
114,울산광역시 중구 내오산로 67,7,A02,A0207,A02070200,1697534,15,20120821171854,,,129.2830667988,35.5533046338,6.0,20190924102649,20853,1,052-258-1116,고복수 가요제 2019,44439,
115,강원도 고성군 간성읍 꽃대마을길 175,32,A02,A0207,A02070200,1019702,15,20100512135359,,,128.4150501452,38.3486205333,6.0,20190425112928,82542,2,라벤더마을  033-681-0005,고성 하늬라벤더팜 라벤더축제 2019,24740,
116,강원도 고성군 현내면 명파4길 44,32,A02,A0207,A02070200,2641114,15,20191218112455,http://tong.visitkorea.or.kr/cms/resource/13/2641113_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2641113_image2_1.jpg,128.4047477449,38.5435281237,6.0,20191218112455,0,2,033-680-3352,고성 DMZ 크리스마스 페스티벌 2019,24701,
117,강원도 고성군 간성읍 수성로 87,32,A02,A0207,A02070200,1373544,15,20110830113145,,,128.4652585958,38.3761682935,6.0,20190926155711,23502,2,033-680-3368,고성군민의날 및 수성문화제 2019,24728,(간성읍)
118,강원도 고성군 거진읍 해오름해변길 125,32,A02,A0207,A02070200,421977,15,20080125112047,http://tong.visitkorea.or.kr/cms/resource/97/2621897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2621897_image2_1.jpg,128.4541909408,38.4398023173,6.0,20190930143925,37107,2,033-682-8008,고성통일명태축제 2019,24713,
119,경상남도 합천군 용주면 합천호수로 757,36,A02,A0207,A02070200,1916715,15,20140428154407,http://tong.visitkorea.or.kr/cms/resource/80/2497880_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2497880_image2_1.jpg,128.0728619423,35.5484496290,6.0,20190827161847,60232,21,02-6911-5574,고스트파크 2019,50215,
120,광주광역시 남구 고싸움로 2,5,A02,A0207,A02070200,292950,15,20060207132316,http://tong.visitkorea.or.kr/cms/resource/97/1558697_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1558697_image2_1.jpg,126.8371305664,35.0696294584,6.0,20190419130848,26472,2,062-374-3839,고싸움놀이축제 2019,61758,(칠석동)
121,경기도 고양시 일산서구 한류월드로 280,31,A02,A0208,A02081300,2558516,15,20180822143404,http://tong.visitkorea.or.kr/cms/resource/11/2558511_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/11/2558511_image2_1.PNG,126.7562551900,37.6649943753,6.0,20180822143404,440,2,031-911-8030,고양 트래블 패키지 2018,10392,
122,경기도 고양시 일산동구 호수로 595,31,A02,A0207,A02070200,1725993,15,20120926191535,http://tong.visitkorea.or.kr/cms/resource/62/2614562_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/2614562_image2_1.jpg,126.7686654803,37.6538792239,6.0,20190807165323,99757,2,031-908-7750~3,고양가을꽃축제 2019,10400,
123,경기도 고양시 일산서구 한류월드로 280,31,A02,A0208,A02081300,2565922,15,20181114143927,http://tong.visitkorea.or.kr/cms/resource/19/2565919_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/19/2565919_image2_1.JPG,126.7562551900,37.6649943753,6.0,20181114150545,94,2,031-911-8030,고양관광안내센터와 함께하는 '고양투어' 2018,10392,(대화동)
124,경기도 고양시 일산동구 호수로 595,31,A02,A0207,A02070200,141799,15,20070424000000,http://tong.visitkorea.or.kr/cms/resource/80/2601280_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2601280_image2_1.jpg,126.7686849202,37.6539736577,6.0,20191127135618,572045,2,031-908-7750,고양국제꽃박람회 2020,10400,
125,경기도 고양시 덕양구 행주로15번길 89,31,A02,A0207,A02070200,530450,15,20080411093830,http://tong.visitkorea.or.kr/cms/resource/86/2505086_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2505086_image2_1.jpg,126.8264396106,37.5960592044,6.0,20191001151704,32580,2,031-960-9683,고양행주문화제 2019,10440,
126,서울특별시 종로구 삼일대로 464,1,A02,A0208,A02081300,292989,15,20060220154434,,,126.9871421746,37.5764588036,6.0,20180413091401,18346,23,운현궁 관리사무소 02-766-9090,고종명성후 가례 재현행사 2018,03131,
127,전라북도 고창군 심원면 만돌리 960-86,37,A02,A0207,A02070200,1835137,15,20130807141616,http://tong.visitkorea.or.kr/cms/resource/85/1931985_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/85/1931985_image2_1.JPG,126.5109312670,35.5328576425,6.0,20190603170455,57393,1,063-560-2641,고창 갯벌축제 2019,56401,(심원면)
128,전라북도 고창군 아산면 삼인리 394-28,37,A02,A0207,A02070200,738857,15,20090522102504,http://tong.visitkorea.or.kr/cms/resource/00/2602900_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2602900_image2_1.jpg,126.5814396139,35.5035565989,6.0,20190522174716,56040,1,063-560-2531,고창 복분자와 수박축제 2019,56452,
129,전라북도 고창군 공음면 학원농장길 158-6,37,A02,A0207,A02070200,511801,15,20080313134958,http://tong.visitkorea.or.kr/cms/resource/03/2378803_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/2378803_image3_1.jpg,126.5429073578,35.3754843739,6.0,20190507132748,159825,1,063-564-9897,고창 청보리밭축제 2019,56462,(공음면)
130,전라북도 고창군 해리면 월봉성산길 88,37,A02,A0207,A02070200,2558050,15,20180820101723,http://tong.visitkorea.or.kr/cms/resource/23/2593223_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2593223_image2_1.jpg,126.4832936337,35.4700309828,6.0,20190422130800,1069,1,책마을해리(070-4175-0914)<br>고창군립도서관(063-560-8052),고창 한국지역도서전 2019,56405,
131,전라북도 고창군 해리면 청해1길 15,37,A02,A0207,A02070200,1358036,15,20110810130643,http://tong.visitkorea.or.kr/cms/resource/38/2557238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/2557238_image2_1.jpg,126.5378112270,35.4611162404,6.0,20190823140435,20165,1,063-560-2732,고창 해풍고추축제 2019,56402,
132,전라북도 고창군 공음면 학원농장길 158-6,37,A02,A0207,A02070200,228999,15,20070913000000,http://tong.visitkorea.or.kr/cms/resource/02/485402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/485402_image3_1.jpg,126.5428045873,35.3755288115,6.0,20190926134520,51509,1,보리나라 학원농장 063-564-9897,고창가을꽃잔치 2019,56462,
