,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,tel,title,zipcode,firstimage,firstimage2
97,경상남도 거제시 능포로 52,,36,B02,B0201,B02010900,138115,32,20040503000000,128.7269784038,34.8695737956,6.0,20190318174107,27936,1,055-682-4040~2,거제도 스카이모텔,53320,http://tong.visitkorea.or.kr/cms/resource/35/1981335_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/1981335_image3_1.jpg
98,경상남도 거제시 일운면 북병산로 460,,36,B02,B0201,B02010700,138703,32,20060216000000,128.6739454941,34.8179980439,6.0,20190717095530,34511,1,010-6420-6628,거제도 펜션팔색조,53329,http://tong.visitkorea.or.kr/cms/resource/64/1981364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1981364_image3_1.jpg
99,경상남도 거제시 일운면 북병산로 475-9,,36,B02,B0201,B02010700,138918,32,20060905000000,128.6751731685,34.8178953001,6.0,20190731103731,53661,1,010-4242-1299,거제도그펜션,53329,http://tong.visitkorea.or.kr/cms/resource/13/1981413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1981413_image3_1.jpg
100,경상남도 거제시 일운면 거제대로 1988-10,,36,B02,B0201,B02010700,139689,32,20070517000000,128.6835059474,34.8114906096,6.0,20190121175358,47804,1,010-9239-6343,거제도섬마을펜션,53329,http://tong.visitkorea.or.kr/cms/resource/73/2436173_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2436173_image2_1.jpg
101,경상남도 거제시 거제면 두동로 259-80,1층~5층,36,B02,B0201,B02010100,2578477,32,20181214171626,128.5906455117,34.8810839383,6.0,20190118173110,22,1,055-639-2222,거제뷰골프텔,53284,,
102,경상남도 거제시 둔덕면 거제남서로 5013,,36,B02,B0201,B02010900,137083,32,20021023000000,128.4822889735,34.8547543814,6.0,20190318173030,75490,1,055-636-7552,거제비치텔,53279,,
103,경상남도 거제시 장평3로 80-37,,36,B02,B0201,B02010100,143125,32,20060207000000,128.6123543334,34.8961687540,6.0,20190102091450,33761,1,055-631-2114,거제삼성호텔,53261,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1609978_image3_1.jpg
104,경상남도 거제시 옥포로2길 13,(옥포동),36,B02,B0201,B02010100,2578490,32,20181214172524,128.6961694066,34.8907680926,6.0,20190118173217,16,1,055-730-9600,거제오션호텔,53231,,
105,경상남도 거제시 동부면 학동6길 60,,36,B02,B0201,B02010400,138920,32,20060905000000,128.6381109475,34.7715859140,6.0,20181221113150,62626,1,055-635-7114,거제하와이콘도 비치호텔,53332,http://tong.visitkorea.or.kr/cms/resource/14/1981414_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1981414_image3_1.jpg
106,경상남도 거제시 연초면 연하해안로 284,,36,B02,B0201,B02010600,397641,32,20080123152335,128.6250086817,34.9001324279,6.0,20181231161736,31370,1,055-637-4950,거제해와나루 유스호스텔,53208,,
107,경상남도 거창군 가북면 개금길 415,,36,B02,B0201,B02010700,1955177,32,20141010150259,128.0780177717,35.8299178652,6.0,20190916170725,7226,2,055-262-2729,거창 자연의소리,50117,http://tong.visitkorea.or.kr/cms/resource/60/1955060_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/1955060_image2_1.jpg
108,경기도 안산시 단원구 구봉타운길 61,,31,B02,B0201,B02010700,911900,32,20100104100024,126.5538676381,37.2817492335,6.0,20191004154803,35929,15,010-7315-4334,걸리버여행기,15639,http://tong.visitkorea.or.kr/cms/resource/99/1593599_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/1593599_image3_1.jpg
109,서울특별시 마포구 동교로47길 3,(연남동) 201호,1,B02,B0201,B02011100,2572777,32,20181204100832,126.9248537833,37.5632120044,,20191014101639,0,13,010-5155-9995,게더링 앳 홍대1(게더링앳홍대),03983,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG
110,서울특별시 마포구 동교로47길 3,(연남동) 301호,1,B02,B0201,B02011100,2572779,32,20181204100832,126.9248537833,37.5632120044,,20191024133915,0,13,010-5155-9995,게더링 앳 홍대2(게더링앳홍대),03983,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG,http://tong.visitkorea.or.kr/cms/resource/93/2571393_image2_1.PNG
111,서울특별시 마포구 독막로7길 19,(서교동),1,B02,B0201,B02011100,2574220,32,20181205170522,126.9187769621,37.5489302228,,20191025135635,0,13,010-5417-1977,게스트하우스 류가(Guest House Ryuga),04047,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/07/2573607_image2_1.JPG
112,경상남도 창원시 마산합포구 동서북14길 24,4층 (동성동),36,B02,B0201,B02011100,2600730,32,20190503145230,128.5735799046,35.2091496495,,20191111105139,0,16,010-5949-6438,게스트하우스 리좀,51729,,
113,인천광역시 서구 뱃길1로 42,(오류동),2,B02,B0201,B02011100,2570224,32,20181127110918,126.6136265395,37.5665255302,,20191011113732,0,7,010-6890-3800,게스트하우스 에쿠,22849,http://tong.visitkorea.or.kr/cms/resource/69/2568069_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2568069_image2_1.jpg
114,전라북도 군산시 구영2길 25,(영화동),37,B02,B0201,B02011100,2569228,32,20181123110119,126.7088936401,35.9889673773,,20190118104447,18,2,010-8098-2202,게스트하우스 여정,54021,,
115,전라북도 군산시 구영2길 25,(영화동),37,B02,B0201,B02011100,2594149,32,20190401143822,126.7088936401,35.9889673773,,20191129153418,7,2,010-8098-2202,게스트하우스 여정 [한국관광 품질인증/Korea Quality],54021,http://tong.visitkorea.or.kr/cms/resource/81/2634681_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/2634681_image3_1.jpg
116,전라북도 군산시 거석길 39,(중앙로1가 14-7),37,B02,B0201,B02011100,2569245,32,20181123111133,126.7120934190,35.9864149458,,20190118104645,19,2,010-5552-8812,게스트하우스 우정,54025,,
117,경상남도 통영시 항남1길 18,(항남동),36,B02,B0201,B02011100,2575102,32,20181207135837,128.4232944464,34.8420186395,,20190115160131,17,17,010-9588-4141,게스트하우스 위드,53054,,
118,부산광역시 수영구 광서로 5-12,(광안동),6,B02,B0201,B02011100,2624237,32,20191011172628,129.1137257153,35.1636313135,,20191111112904,0,12,010-9931-1119,게스트하우스 은가비,48247,,
119,서울특별시 강남구 논현로105길 11-17,(역삼동),1,B02,B0201,B02011100,2570648,32,20181128141558,127.0326011727,37.5048568272,,20191014101317,0,1,010-6577-0601,게스트하우스 G601(게스트하우스 G601_강남),06126,http://tong.visitkorea.or.kr/cms/resource/16/2568716_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2568716_image2_1.jpg
120,경상북도 안동시 금곡길 21-8,(금곡동),35,B02,B0201,B02011100,2569003,32,20181122154441,128.7215095058,36.5672736337,,20191024151008,0,11,010-3538-0785,게스트하우스 play at home(플레이앳홈),36690,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2566872_image2_1.jpg
121,서울특별시 강남구 압구정로34길 33,"(신사동,현대맨션) 22-2-2",1,B02,B0201,B02011100,2607620,32,20190621104135,127.0309007260,37.5261154387,,20191112130342,0,1,010-8282-3580,게스트하우스강남,06023,,
122,서울특별시 종로구 계동4길 15-3,(계동),1,B02,B0201,B02011600,2049484,32,20151214142445,126.9874919685,37.5826080955,6.0,20190318095843,15077,23,010-9753-5432,게스트하우스서울삼촌[한국관광 품질인증/Korea Quality],03057,,
123,전라북도 군산시 구영2길 25,(영화동),37,B02,B0201,B02011100,2575689,32,20181210110444,126.7088936401,35.9889673773,,20191014101242,0,2,"010-3673-8019, 010-7361-2202",게스트하우스여정,54021,http://tong.visitkorea.or.kr/cms/resource/43/2575343_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2575343_image2_1.jpg
124,충청남도 홍성군 결성면 홍남서로707번길 21-8,,34,B02,B0201,B02011600,2570229,32,20181127111900,126.5432499636,36.5287943496,,20190902172940,0,15,010-6512-6112,결성향교,32212,http://tong.visitkorea.or.kr/cms/resource/74/2568074_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/74/2568074_image2_1.JPG
125,경기도 안산시 단원구 선감로 255,(선감동),31,A03,A0302,A03020200,1896625,32,20140121102500,126.6421114356,37.2151307268,6.0,20180406160900,5379,15,032-886-6900,경기도청소년수련원,15651,,
126,전라북도 전주시 완산구 어진길 82-6,(경원동2가),37,B02,B0201,B02011600,2609894,32,20190705142837,127.1501865087,35.8174361942,,20191113100035,0,12,"010-3671-5652, 010-8835-6698",경기전 연가,55039,,
127,서울특별시 동대문구 장한로 110,,1,B02,B0201,B02010100,142737,32,20031226000000,127.0710208218,37.5701749313,6.0,20191104132708,41240,11,,경남관광호텔,02639,http://tong.visitkorea.or.kr/cms/resource/76/1371476_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/1371476_image3_1.jpg
128,경상남도 함양군 안의면 용추계곡로 332,,36,B02,B0201,B02010700,137935,32,20031007000000,127.7874283433,35.6693253070,6.0,20190405175636,84812,20,055-964-0708,경남용추펜션,50005,http://tong.visitkorea.or.kr/cms/resource/97/2363897_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2363897_image2_1.jpg
129,충청남도 보령시 머드로 78,,34,B02,B0201,B02010900,1832257,32,20130731103147,126.5143582466,36.3122381688,6.0,20181217173326,6642,5,041-934-2773,경동모텔,33489,,
130,서울특별시 종로구 자하문로5가길 27-1,(체부동),1,B02,B0201,B02011600,2447644,32,20161208110810,126.9704047527,37.5785249299,6.0,20190523143428,4449,23,02-732-3000,경복궁24게스트하우스1 (영희당) [한국관광 품질인증/Korea Quality],03040,,
131,서울특별시 종로구 자하문로5가길 21-4,,1,B02,B0201,B02011600,2447839,32,20161208135746,126.9704380861,37.5784249419,6.0,20190523143523,3906,23,010-9903-0251,경복궁24게스트하우스2 (삼현굴) [한국관광 품질인증/Korea Quality],03040,,
132,서울특별시 종로구 자하문로5가길 25,(체부동),1,B02,B0201,B02011600,2448122,32,20161208145309,126.9705380764,37.5784332768,6.0,20190523143625,4484,23,02-732-3000,경복궁24게스트하우스3 (오복헌) [한국관광 품질인증/Korea Quality],03040,,
133,서울특별시 종로구 자하문로5가길 27-3,(체부동),1,B02,B0201,B02011600,2448199,32,20161208151242,126.9703269838,37.5784582691,6.0,20190523143734,4142,23,02-732-3000,경복궁24게스트하우스4 (칠보암) [한국관광 품질인증/Korea Quality],03040,,
134,경상북도 경산시 압량면 금구길 23,,35,B02,B0201,B02010900,1215408,32,20110224123520,128.7639705163,35.8536888374,6.0,20181218142345,35033,1,053-817-5541,경산용암웰빙스파,38482,http://tong.visitkorea.or.kr/cms/resource/58/1215558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1215558_image3_1.jpg
135,경상남도 통영시 안개1길 28,(무전동),36,B02,B0201,B02010800,2575116,32,20181207140001,128.4294379218,34.8585141265,,20190115160153,12,17,055-645-5749,경산장 여관,53037,,
136,울산광역시 동구 녹수7길 58,(전하동),7,B02,B0201,B02011300,1144607,32,20101210110505,129.4317771276,35.5151783876,3.0,20190612152338,40655,3,010-9390-9339,경원BIZ모텔 [한국관광 품질인증/Korea Quality],44034,,
137,울산광역시 동구 녹수7길 58,(전하동),7,B02,B0201,B02010900,2571293,32,20181129150219,129.4317437995,35.5150978413,,20190124143937,20,3,052-233-2000,경원모텔,44034,,
138,인천광역시 연수구 테크노파크로 200,,2,B02,B0201,B02010100,2475088,32,20170112093133,126.6378624991,37.3922545494,6.0,20190306111223,3940,8,032-729-1101,경원재 앰배서더 인천,22004,http://tong.visitkorea.or.kr/cms/resource/67/2475067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2475067_image2_1.jpg
139,경상북도 경주시 감포읍 감포로10길 40-11,,35,B02,B0201,B02011600,2570570,32,20181128111406,129.5008736523,35.8153264806,,20191025155015,0,2,010-7511-2688,경주 감포한옥펜션 (미동의),38125,http://tong.visitkorea.or.kr/cms/resource/63/2568463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2568463_image2_1.jpg
140,경상북도 경주시 천원안길 21-6,(교동),35,B02,B0201,B02011600,2604602,32,20190531133743,129.2117818994,35.8289194614,,20191111153505,0,2,010-9594-5490,경주 교동한옥집,38172,,
141,경상북도 경주시 태종로700번길 7-2,(사정동),35,B02,B0201,B02011600,2528120,32,20180103153339,129.2049766821,35.8379710893,6.0,20190527110048,1122,2,054-742-3412,경주 서라벌 한옥관[한국관광 품질인증/Korea Quality],38168,,
142,경상북도 경주시 천군1길 13,,35,B02,B0201,B02010700,1991611,32,20150312112256,129.2771371628,35.8331896597,6.0,20190717161142,5127,2,054-775-0158,경주 아드리아 펜션,38118,http://tong.visitkorea.or.kr/cms/resource/92/1991592_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1991592_image2_1.jpg
143,경상북도 경주시 원화로 178-3,(인왕동),35,B02,B0201,B02011100,2570737,32,20181128165713,129.2199864967,35.8373158910,,20191024150626,0,2,010-9449-2721,경주 파인데이 게스트하우스,38160,http://tong.visitkorea.or.kr/cms/resource/70/2568470_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2568470_image2_1.jpg
144,경상북도 경주시 영불로 217,,35,B02,B0201,B02010600,397640,32,20080123152325,129.3256343702,35.7822379917,6.0,20181231173140,51150,2,054-743-2202,경주 포시즌 유스호스텔,38127,http://tong.visitkorea.or.kr/cms/resource/33/1885933_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1885933_image3_1.jpg
145,경상북도 경주시 보문로 383,,35,B02,B0201,B02010100,142900,32,20030806000000,129.2819529938,35.8476770047,6.0,20191011171435,34587,2,054-745-7123,경주관광호텔,38116,http://tong.visitkorea.or.kr/cms/resource/86/1337186_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/1337186_image3_1.jpg
146,경상북도 경주시 포석로1068번길 15-15,(황남동),35,B02,B0201,B02011600,2446529,32,20161206142550,129.2110983992,35.8368574416,,20191128160305,9835,2,010-2379-7248,경주수호정 [한국관광 품질인증/Korea Quality],38166,http://tong.visitkorea.or.kr/cms/resource/11/2635611_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/2635611_image3_1.jpg
147,경상북도 경주시 보문로 280-12,(북군동),35,B02,B0201,B02010100,970463,32,20100310104018,129.2774254357,35.8538539991,6.0,20181218141854,34290,2,054-778-5300,경주스위트호텔,38117,http://tong.visitkorea.or.kr/cms/resource/18/1337418_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1337418_image3_1.jpg
148,경상북도 경주시 진티길 37-4,(진현동),35,B02,B0201,B02010700,912647,32,20100105110239,129.3302450828,35.7820880957,6.0,20190104095046,20139,2,054-774-4623,경주애견펜션 노비오스,38127,http://tong.visitkorea.or.kr/cms/resource/00/2499400_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2499400_image2_1.jpg
149,경상북도 경주시 충효서악길 81,,35,B02,B0201,B02010700,2528126,32,20180103160924,129.1915113316,35.8331769322,6.0,20190208170107,725,2,010-6778-0391,경주엔한옥펜션,38064,http://tong.visitkorea.or.kr/cms/resource/41/2528841_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2528841_image3_1.jpg
150,경상북도 경주시 시동로 86-61,(시래동),35,B02,B0201,B02011600,2047199,32,20151208135642,129.2929124645,35.7741216208,6.0,20191205152044,9831,2,,경주천년한옥펜션[한국관광 품질인증/Korea Quality],38200,http://tong.visitkorea.or.kr/cms/resource/27/2635527_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/2635527_image3_1.jpg
151,경상북도 경주시 도초길 124-31,(율동),35,B02,B0201,B02011600,2603652,32,20190529090807,129.1942924649,35.8042969107,,20190725164012,0,2,010-9558-6718,경주한옥,38189,,
152,경상북도 경주시 천원1길 20,(탑동),35,B02,B0201,B02011600,2531357,32,20180112104611,129.2131318712,35.8257226259,6.0,20190318112936,1107,2,010-9505-5367,경주한옥1번가[한국관광 품질인증/Korea Quality],38172,http://tong.visitkorea.or.kr/cms/resource/10/2530210_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2530210_image3_1.jpg
153,경상북도 경주시 하동1길 39-5,,35,B02,B0201,B02010700,2017391,32,20150716094319,129.3101909333,35.7943141152,6.0,20190326100744,17250,2,054-773-3100<br />010-7377-3080,경주햇살가득 애견펜션,38126,,
154,경상북도 경주시 불국신택지6길 9,,35,B02,B0201,B02010600,139204,32,20070206000000,129.3276119056,35.7846572006,6.0,20181228155411,25121,2,054-772-6666,경주황룡유스텔,38127,http://tong.visitkorea.or.kr/cms/resource/91/1885891_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/91/1885891_image3_1.jpg
155,경상북도 경주시 내남면 포석로 435-7,,35,B02,B0201,B02011600,2603913,32,20190529152513,129.2014313101,35.7838076906,,20191111153217,0,2,010-4624-6880,경주후연지 한옥펜션(용장리 114-9)(경주 후연지한옥펜션),38197,,
156,경상북도 경주시 충효서악길 154,(서악동),35,B02,B0201,B02011600,1972448,32,20141210153242,129.1900671861,35.8271442523,,20191209144324,9541,2,010-5651-1253,경주휴원[한국관광 품질인증/Korea Quality],38064,http://tong.visitkorea.or.kr/cms/resource/45/2636545_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/2636545_image3_1.jpg
157,강원도 강릉시 해안로406번길 17,,32,B02,B0201,B02010100,142816,32,20030806000000,128.9136331821,37.7989774323,6.0,20190225111438,50306,1,033-643-6699,경포 비치 관광 호텔,25460,,
158,강원도 강릉시 창해로 439,(강문동),32,B02,B0201,B02010900,138981,32,20061129000000,128.9125221320,37.8002411530,4.0,20191212151552,91127,1,033-644-1239,경포 수호텔 [한국관광 품질인증/Korea Quality],25460,,
159,강원도 강릉시 하남길 345-3,,32,B02,B0201,B02010700,1992481,32,20150320093544,128.8994563769,37.8088121284,6.0,20190221093451,10088,1,010-8792-9721,경포비치펜션,25459,http://tong.visitkorea.or.kr/cms/resource/59/1992459_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1992459_image2_1.jpg
