,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,modifiedtime,readcount,sigungucode,tel,title,mlevel,zipcode
99,충청남도 서산시 부석면 간월도리,,34,A02,A0205,A02050200,129181,12,20060725000000,http://tong.visitkorea.or.kr/cms/resource/88/491288_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/88/491288_image3_1.jpg,126.4136207466,36.6057304945,20191218100301,21838,7,,간월도 어리굴젓 기념탑,6.0,32023
100,충청남도 서산시 부석면 간월도리,,34,A01,A0101,A01011500,129045,12,20060622000000,http://tong.visitkorea.or.kr/cms/resource/84/491284_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/491284_image3_1.jpg,126.4227029018,36.6192846446,20191224181058,27866,7,,간월도마을,6.0,32023
101,울산광역시 울주군 상북면 간월산길 614,"(상북면,간월재휴게소) 부근",7,A01,A0101,A01010400,128213,12,20041015000000,http://tong.visitkorea.or.kr/cms/resource/17/2038117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2038117_image3_1.jpg,129.0480650268,35.5561610255,20180706110854,27613,5,,간월산,6.0,44952
102,울산광역시 울주군 상북면 등억알프스로 607-15,,7,A01,A0101,A01010600,128205,12,20041014000000,http://tong.visitkorea.or.kr/cms/resource/99/609199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/609199_image3_1.jpg,129.0560529115,35.5671043874,20181205113809,50767,5,052-263-6644,간월산 자연휴양림,6.0,44952
103,충청남도 서산시 부석면 간월도1길 119-29,(부석면),34,A02,A0201,A02010800,125880,12,20020408000000,http://tong.visitkorea.or.kr/cms/resource/84/2640384_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/2640384_image3_1.jpg,126.4111793532,36.6037195733,20191224100402,85120,7,041-664-6624,간월암(서산),6.0,32023
104,전라북도 부안군 계화면 양지길 12,,37,A02,A0201,A02010700,1608562,12,20120420104659,,,126.6371856100,35.7943022476,20191211140049,15400,6,,간재선생유지,6.0,56300
105,울산광역시 울주군 서생면 간절곶1길 39-2,,7,A01,A0101,A01011600,128022,12,20031215000000,http://tong.visitkorea.or.kr/cms/resource/40/2364240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/2364240_image3_1.jpg,129.3605738299,35.3589668021,20180725112716,89801,5,,간절곶 등대,6.0,45015
106,울산광역시 울주군 서생면 나사리,,7,A02,A0203,A02030400,2610509,12,20190710174024,http://tong.visitkorea.or.kr/cms/resource/24/2355124_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2355124_image2_1.JPG,129.3492110511,35.3546337414,20190710174024,0,5,,간절곶 소망길,6.0,45015
107,강원도 원주시 지정면 소금산길 26,(지정면),32,A02,A0202,A02020100,126644,12,20030328000000,http://tong.visitkorea.or.kr/cms/resource/92/195092_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/195092_image3_1.jpg,127.8322604466,37.3650792718,20190225101856,75586,9,,간현관광지,6.0,26359
108,전라북도 진안군 정천면 휴양림길 77,,37,A01,A0101,A01010900,129681,12,20070813000000,http://tong.visitkorea.or.kr/cms/resource/79/219579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/219579_image3_1.jpg,127.4377085322,35.9085419668,20180528163217,38056,14,,갈거계곡,6.0,55410
109,경상남도 거창군 북상면 갈계리,,36,A02,A0201,A02010700,128654,12,20051114000000,,,127.8147003936,35.7931506445,20190227111505,17268,2,,갈계리삼층석탑,6.0,50102
110,경상남도 거창군 북상면 묵계길 44-4,,36,A01,A0101,A01010500,1577238,12,20120323174512,,,127.8181892859,35.7815214706,20191212102410,16810,2,,갈계숲,6.0,50102
111,강원도 강릉시 사천면 중앙서로 62,(사천면),32,A02,A0204,A02040600,2511669,12,20171018101334,,,128.8432831780,37.8245147710,20191105160003,1647,1,,갈골한과마을 명인의 집,6.0,25434
112,충청북도 영동군 양산면 호탄리,,33,A01,A0101,A01010400,127781,12,20031022000000,,,127.6280083624,36.1121138260,20191216135537,23457,4,,갈기산,6.0,29160
113,강원도 삼척시 원덕읍 갈남리,(원덕읍),32,A01,A0101,A01011400,2400130,12,20160812093736,,,129.3263011297,37.2786732651,20160927153932,971,4,033-572-3011,갈남항,6.0,25956
114,전라남도 해남군 송지면 땅끝마을길 82,,38,A01,A0101,A01011500,129024,12,20060621000000,http://tong.visitkorea.or.kr/cms/resource/92/981992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/981992_image3_1.jpg,126.5285847288,34.2998052878,20191217134953,39523,23,,갈두마을(땅끝마을),6.0,59065
115,충청남도 태안군 원북면 대기길 12-20,,34,A02,A0203,A02030100,2629105,12,20191022172226,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,126.2574770059,36.7988972173,20191023095816,0,14,,갈두천권역마을,6.0,32112
116,충청북도 괴산군 칠성면 사은리,,33,A01,A0101,A01010900,753397,12,20090616094259,http://tong.visitkorea.or.kr/cms/resource/04/758404_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/758404_image3_1.jpg,127.8452272530,36.7370990555,20180525105346,39890,1,,갈론계곡,6.0,28020
117,제주특별자치도 서귀포시 성산읍 중산간동로,(신풍리),39,A01,A0101,A01010500,1887381,12,20140120154604,,,126.8115590479,33.3870224256,20181128155601,2684,3,,갈마못(갈뫼못),6.0,63635
118,경상남도 고성군 고성읍 이당리,,36,A01,A0101,A01010600,2613159,12,20190726135107,,,128.2693627701,34.9727568130,20190729103346,0,3,,갈모봉 산림욕장,6.0,52933
119,전라남도 진도군 조도면 진목도갈목길 10,,38,A01,A0101,A01011300,580288,12,20080627090914,,,125.9471912472,34.3062257853,20181214172106,19688,21,,갈목도,6.0,58956
120,서울특별시 양천구 신정동,,1,A02,A0202,A02020700,1116925,12,20101026133528,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,126.8701381400,37.5066953728,20190719133127,30919,19,,갈산근린공원,6.0,08104
121,충청남도 태안군 근흥면 갈음이길 38-30,,34,A01,A0101,A01011200,127311,12,20031211000000,http://tong.visitkorea.or.kr/cms/resource/17/199017_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/199017_image3_1.jpg,126.1639576939,36.6936383292,20190613161429,62759,14,,갈음이해수욕장,6.0,32131
122,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-61,(안덕면),39,A02,A0203,A02030200,635593,12,20081010110127,,,126.3139417267,33.2352812760,20190916144636,28025,3,,갈중이(천연염색체험),6.0,63528
123,강원도 양양군 서면 갈천리,,32,A01,A0101,A01010900,2398937,12,20160810151102,,,128.5065664726,37.9117092510,20160912141859,997,7,033-670-2251,갈천계곡,6.0,
124,경상북도 영덕군 창수면 장육사길 353,,35,A02,A0201,A02010400,129010,12,20060619000000,,,129.3220081939,36.5973566567,20190429170647,18746,12,,갈천동초가까치구멍집,6.0,36402
125,경상남도 거창군 북상면 송계로 767-34,(북상면),36,A02,A0201,A02010700,1577060,12,20120323163740,,,127.8160978214,35.7808909491,20190226113458,15062,2,,갈천서당,6.0,50102
126,경상남도 고성군 대가면 갈천로 620,(대가면),36,A02,A0201,A02010700,1959468,12,20141023110356,,,128.2510123914,35.0480785952,20191122142539,1321,3,,갈천서원,6.0,52927
127,강원도 양양군 서면 구룡령로 1103-66,(서면),32,A01,A0101,A01011000,127535,12,20030827000000,http://tong.visitkorea.or.kr/cms/resource/82/738182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/738182_image3_1.jpg,128.5029086488,37.9058931889,20191028135115,24752,7,033-670-2721,갈천약수터,6.0,25040
128,충청북도 음성군 감곡면 성당길 10,,33,A02,A0201,A02010900,1114686,12,20101021100531,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image3_1.jpg,127.6411569266,37.1213983401,20181106170032,30504,6,,감곡매괴성모순례지성당,6.0,27602
129,제주특별자치도 서귀포시 안덕면 평화로,(동광리),39,A01,A0101,A01010400,1887493,12,20140121101403,,,126.3457009272,33.3220583004,20180717101010,2202,3,,감낭오름,6.0,63524
130,서울특별시 종로구 율곡로23길 16,(충신동),1,A02,A0201,A02010800,294439,12,20071126155251,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,127.0066015446,37.5753148419,20191016171458,24180,23,,감로암(서울),6.0,03099
131,경상북도 청도군 금천면 소천길 193,,35,A02,A0203,A02030100,548138,12,20080418162543,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image3_1.jpg,128.9006982586,35.7235366389,20190918142035,20948,20,,감빛고을,6.0,38361
132,대구광역시 서구 서대구로3길 43,(내당동),4,A02,A0202,A02020700,1118418,12,20101028101433,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,128.5522334637,35.8586426972,20181120104528,34972,6,,감삼못공원,6.0,41856
133,강원도 화천군 상서면 감성마을길 157,,32,A02,A0201,A02011000,2569515,12,20181124165331,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image3_1.jpg,127.5162822381,38.1665774939,20191028101221,56,17,,감성마을 이외수 문학관,6.0,24104
134,경기도 파주시 적성면 설마리 48-6,,31,A02,A0201,A02011000,2569511,12,20181124163058,http://tong.visitkorea.or.kr/cms/resource/79/2567379_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2567379_image3_1.jpg,126.9462300525,37.9371743841,20191017163401,72,27,,감악산 출렁다리,6.0,10805
135,경상남도 거창군 남상면 무촌리,,36,A01,A0101,A01010400,1576464,12,20120323110137,,,127.9295566252,35.5964221995,20191212103659,16676,2,055-940-3470,감악산(거창),6.0,670-883
136,강원도 원주시 신림면 황둔리,",충청북도 제천시 봉양읍",32,A01,A0101,A01010400,125600,12,20030430000000,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image3_1.jpg,128.1500300952,37.2330309839,20191128142939,35371,9,033-733-1330,감악산(원주),6.0,27108
137,경기도 파주시 적성면 감골길 48,,31,A01,A0101,A01010400,125450,12,20021022000000,http://tong.visitkorea.or.kr/cms/resource/57/1855957_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1855957_image3_1.jpg,126.9520635715,37.9121440779,20191121151433,67207,18,,감악산(파주),6.0,10805
138,경상남도 합천군 가회면 대기2길,(가회면),36,A01,A0101,A01010400,1905375,12,20140314134422,,,127.9818302022,35.4770505118,20191223155655,3632,21,055-930-3752,감암산,6.0,50226
139,제주특별자치도 제주시 구좌읍 번영로,(송당리) 일대,39,A01,A0101,A01010400,1887501,12,20140121102535,,,126.7397311555,33.4213952523,20180718151346,2159,4,,감은이오름,,63355
140,경상북도 성주군 월항면 대산리,,35,A02,A0201,A02010800,294441,12,20071126161221,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image3_1.jpg,128.3324840808,35.9346133921,20191017110155,22929,10,,감응사(경북),6.0,40041
141,강원도 평창군 평창읍 고길천로 105,,32,A02,A0203,A02030400,2524116,12,20170831000043,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,128.4388445549,37.3688013247,20191030143348,846,15,,감자꽃 스튜디오,6.0,25370
142,부산광역시 연제구 묘봉산로 40,(연산동),6,A02,A0201,A02010800,294452,12,20071126162214,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/1561883_image3_1.jpg,129.0912632411,35.1833036953,20191017104159,22523,13,,감천사(부산),6.0,47582
143,강원도 동해시 대동로 210,(송정동),32,A02,A0201,A02010800,2398443,12,20160809171500,,,129.1221017754,37.4899894053,20160913132307,955,3,033-530-2634,감추사,6.0,25779
144,강원도 동해시 해안로 120,(용정동),32,A01,A0101,A01011200,2398444,12,20160809171644,,,129.1267006007,37.5147338663,20170717103722,773,3,033-530-2234,감추해변,6.0,25779
145,경북 경주시 감포읍 감포로,감포리,35,A01,A0101,A01011400,128677,12,20051121000000,http://tong.visitkorea.or.kr/cms/resource/49/179449_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/179449_image3_1.jpg,129.5040374805,35.8078329413,20191205172329,43033,2,,감포항,7.0,780-830
146,인천광역시 강화군 강화읍 해안동로1366번길 18,,2,A02,A0201,A02010700,1254680,12,20110411170054,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1579072_image3_1.jpg,126.5171140395,37.7335377029,20190131101746,38635,1,,갑곶돈대,6.0,23027
147,충청남도 공주시 계룡면 갑사로 567-3,(계룡면),34,A02,A0201,A02010800,125891,12,20031205000000,http://tong.visitkorea.or.kr/cms/resource/25/214925_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/214925_image3_1.jpg,127.1873853143,36.3653437567,20181016150128,55017,1,,갑사,6.0,32615
148,충청남도 공주시 계룡면 갑사로 225,,34,A01,A0101,A01010900,125833,12,20020603000000,http://tong.visitkorea.or.kr/cms/resource/62/214862_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/214862_image3_1.jpg,127.1822106747,36.3691793379,20180529133719,58636,1,,갑사계곡,6.0,32615
149,제주특별자치도 서귀포시 표선면 가시로592번길,(가시리) 일원,39,A01,A0101,A01010400,1887866,12,20140122095007,,,126.7810400382,33.3621052416,20180717100924,2483,3,,갑선이오름,6.0,63623
150,전라북도 정읍시 내장호반로 214,(쌍암동),37,A02,A0205,A02050200,1625103,12,20120508162120,,,126.9002222297,35.5097335146,20191205161811,17890,13,,갑오동학혁명 100주년 기념탑,6.0,56199
151,경상북도 상주시 지천동,,35,A02,A0201,A02010800,294461,12,20071126162940,,,128.1855578191,36.3479775760,20190311111453,20346,9,,갑장사(상주),6.0,37226
152,경상북도 상주시 지천1길 215-187,(지천동),35,A01,A0101,A01010400,126034,12,20040213000000,,,128.1858411308,36.3478581503,20180705134807,38546,9,,갑장산,6.0,37228
153,대전광역시 유성구 대학로,(구성동),3,A01,A0101,A01011800,1623750,12,20120507110148,http://tong.visitkorea.or.kr/cms/resource/71/1585671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1585671_image3_1.jpg,127.3686912472,36.3674994928,20190208162731,18258,4,042-288-3522,갑천,6.0,34142
154,전라남도 목포시 남농로 135,일대 (용해동),38,A02,A0203,A02030600,126828,12,20040224000000,http://tong.visitkorea.or.kr/cms/resource/86/624486_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/624486_image3_1.jpg,126.4209824186,34.7936564349,20190814133656,35243,8,,갓바위 문화타운,7.0,58699
155,충청남도 논산시 강경읍 옥녀봉로24번길 14,,34,A02,A0201,A02010700,946216,12,20100205165742,,,127.0183586462,36.1621473767,20190510152810,22959,3,,강경 구 연수당 건재 약방,6.0,32934
156,충청남도 논산시 강경읍 북옥리,,34,A02,A0202,A02020700,1182200,12,20110124144617,http://tong.visitkorea.or.kr/cms/resource/65/1280565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/1280565_image3_1.jpg,127.0119397028,36.1649080602,20181112172333,33886,3,,강경 옥녀봉,6.0,32931
157,충청남도 논산시 강경읍 옥녀봉로 8,(강경읍),34,A02,A0201,A02010700,946451,12,20100208135913,,,127.0191725131,36.1602309428,20190510152617,22927,3,,강경 중앙초등학교 강당,6.0,32934
158,충청남도 논산시 채운면 삼거리,,34,A02,A0201,A02010700,1627011,12,20120510100424,http://tong.visitkorea.or.kr/cms/resource/46/1600246_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/1600246_image3_1.jpg,,,20190510154609,17228,3,,강경미내다리,6.0,32944
159,경상남도 통영시 중앙동,(중앙동),36,A01,A0101,A01011400,753302,12,20090615171024,http://tong.visitkorea.or.kr/cms/resource/92/2484292_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2484292_image2_1.jpg,128.4242054351,34.8436462512,20180530135249,27214,17,,강구안,6.0,53053
160,경북 영덕군 강구면 강구리,,35,A01,A0101,A01011400,988459,12,20100329183830,http://tong.visitkorea.or.kr/cms/resource/31/2043631_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2043631_image3_1.jpg,129.3900036722,36.3592989277,20190926181035,43646,12,,강구항,6.0,766-821
161,서울특별시 강남구 역삼동,(역삼동),1,A02,A0203,A02030600,264570,12,20050623134701,http://tong.visitkorea.or.kr/cms/resource/04/1955204_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/04/1955204_image3_1.jpeg,127.0281573537,37.4970465429,20191016172443,31959,1,,강남,6.0,06232
162,서울특별시 강남구 영동대로 513,(삼성동),1,A02,A0202,A02020200,2456536,12,20161214141140,,,127.0591318945,37.5118092746,20191114170748,4076,1,,강남 마이스 관광특구,6.0,06164
163,서울특별시 강남구 압구정로 161,,1,A02,A0203,A02030400,1949905,12,20140922180533,http://tong.visitkorea.or.kr/cms/resource/75/1258175_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1258175_image3_1.jpg,127.0264344408,37.5269874797,20190614100437,17817,1,,강남 시티투어 - 트롤리버스,6.0,06001
164,충청남도 아산시 송악면 강당로,일원,34,A01,A0101,A01010900,125831,12,20031209000000,http://tong.visitkorea.or.kr/cms/resource/74/1601574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1601574_image3_1.jpg,127.0221465167,36.7053240494,20190903103419,76906,9,,강당골(양화담),6.0,31557
165,충청남도 서산시 운산면 마애삼존불길 18-1,,34,A02,A0201,A02010700,129132,12,20060711000000,http://tong.visitkorea.or.kr/cms/resource/58/187958_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/187958_image3_1.jpg,126.6025046578,36.7778111433,20191217161613,21099,7,,강댕이 미륵불,6.0,31950
